,x
2640,0
2641,0
2642,0
2643,0
2644,-0.5
2645,0
2646,-0.35
2647,0.8
2648,0
2649,-0.5
2650,0
2651,0
2652,0
2653,0
2654,0
2655,-0.25
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,-2.5
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,-0.75
2682,0
2683,0.5
2684,0.5
2685,0
2686,-1.5
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,-0.25
2694,0.25
2695,0
2696,-2.25
2697,0
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0.25
2706,0
2707,0
2708,0
2709,0
2710,0
2711,-0.75
2712,0
2713,0
2714,0
2715,-0.75
2716,0
2717,0
2718,-0.5
2719,0
2720,0
2721,0
2722,0
2723,-1.75
2724,0
2725,1.25
2726,0
2727,-1
2728,-1.25
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0.4
2738,0
2739,0
2740,-0.8
2741,0
2742,-0.5
2743,0
2744,-0.8
2745,0
2746,-0.75
2747,0
2748,1.2
2749,0
2750,0
2751,0
2752,0
2753,0
2754,-0.75
2755,0.35
2756,0
2757,0.6
2758,0
2759,0
2760,0
2761,0
2762,-1.25
2763,-1.6
2764,0
2765,0
2766,1.3
2767,0
2768,0
2769,0
2770,0
2771,0
2772,-1.5
2773,0
2774,0.7
2775,0
2776,0
2777,0
2778,0
2779,-0.8
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,-0.7
2790,0
2791,0
2792,0
2793,-0.25
2794,0.5
2795,0
2796,0
2797,-0.85
2798,0
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1.35
2808,1
2809,0
2810,0.75
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,-1.75
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,-0.25
2825,0
2826,0.35
2827,0
2828,0
2829,0
2830,0
2831,-0.75
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,-2
2847,0
2848,0
2849,0
2850,-0.75
2851,0
2852,-0.6
2853,0
2854,0
2855,-0.8
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,-0.5
2863,-0.75
2864,0
2865,0
2866,-0.5
2867,0
2868,0
2869,0
2870,-0.35
2871,0
2872,0.5
2873,0
2874,-0.25
2875,0
2876,0
2877,0.8
2878,-0.35
2879,0.6
2880,0
2881,0
2882,0
2883,-0.75
2884,-1.25
2885,0
2886,-0.8
2887,0
2888,0
2889,0
2890,0
2891,2.15
2892,0
2893,-0.5
2894,0
2895,0
2896,0
2897,0
2898,0
2899,-0.75
2900,0
2901,1.75
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,-0.8
2909,0
2910,-0.8
2911,-1.25
2912,0
2913,0
2914,-0.5
2915,0
2916,-1.6
2917,1.2
2918,0
2919,-0.5
2920,-0.5
2921,-2.35
2922,0
2923,-1.6
2924,-1.25
2925,-0.5
2926,-0.75
2927,0
2928,0
2929,0
2930,0.6
2931,1.05
2932,0
2933,0
2934,0
2935,-0.6
2936,0
2937,0.5
2938,0
2939,-1.5
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,0
2947,0
2948,0
2949,0
2950,-1.9
2951,-1
2952,0
2953,0.1
2954,0
2955,0
2956,0
2957,-0.75
2958,0
2959,0
2960,-0.5
2961,0
2962,0.8
2963,0
2964,-3.25
2965,0
2966,0.2
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,-1
2976,0
2977,-0.15
2978,-0.75
2979,-1.6
2980,0
2981,0
2982,-0.75
2983,-1
2984,0
2985,0.5
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,-0.75
2993,0.8
2994,0
2995,0
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0.8
3006,0
3007,0
3008,-0.6
3009,0
3010,0
3011,-0.1
3012,0
3013,0
3014,0
3015,0
3016,0.5
3017,-0.75
3018,0
3019,0
3020,0
3021,0
3022,-0.75
3023,0
3024,0
3025,0.5
3026,0
3027,0
3028,0.4
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0.5
3036,0
3037,-1.25
3038,0
3039,0
3040,-0.25
3041,0
3042,0.9
3043,-0.25
3044,0
3045,-0.75
3046,0.5
3047,0
3048,0.8
3049,0.2
3050,0
3051,0
3052,0
3053,0
3054,0
3055,-0.25
3056,0
3057,0
3058,0
3059,0
3060,-0.75
3061,-1.25
3062,0
3063,-1.2
3064,0
3065,-0.25
3066,0
3067,0
3068,-1.1
3069,0
3070,0
3071,-0.25
3072,-1.25
3073,0.75
3074,0
3075,0
3076,0
3077,-1.25
3078,0.65
3079,0
3080,0
3081,0.75
3082,-1
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,-0.35
3095,0.6
3096,0.2
3097,0
3098,-0.25
3099,0
3100,-0.25
3101,0
3102,-0.25
3103,0
3104,0
3105,0
3106,0
3107,-2.5
3108,0
3109,0
3110,0
3111,-0.25
3112,0
3113,0
3114,0
3115,-0.65
3116,0
3117,0
3118,0
3119,0
3120,0
3121,-0.75
3122,0
3123,0.05
3124,-0.35
3125,0
3126,0
3127,0.25
3128,0
3129,0
3130,0
3131,0
3132,0.5
3133,0
3134,0
3135,0
3136,0
3137,-0.75
3138,0
3139,-0.75
3140,0
3141,0
3142,0.1
3143,0
3144,0
3145,-0.25
3146,0
3147,0
3148,0
3149,-0.2
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,-0.25
3157,0
3158,-1
3159,-1
3160,0
3161,0
3162,-0.4
3163,-0.25
3164,0
3165,0
3166,0
3167,1.05
3168,0
3169,0
3170,0
3171,0
3172,0
3173,-0.75
3174,0
3175,0
3176,0
3177,0
3178,0
3179,0
3180,0
3181,0
3182,0
3183,1.05
3184,-0.5
3185,0
3186,0.5
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,-0.25
3195,-0.5
3196,-0.25
3197,0
3198,-0.25
3199,0
3200,0
3201,0.5
3202,-0.8
3203,0.6
3204,-0.5
3205,-0.25
3206,0.75
3207,0.1
3208,0
3209,-0.15
3210,0
3211,-2
3212,-0.75
3213,0
3214,0.6
3215,-0.75
3216,0
3217,0
3218,0.1
3219,-0.75
3220,-0.35
3221,-0.8
3222,0.6
3223,0.5
3224,-1.5
3225,0.6
3226,0
3227,-1
3228,0
3229,1.1
3230,0.1
3231,2.8
3232,-1
3233,0
3234,-1
3235,-1
3236,-0.5
3237,0.6
3238,0
3239,0
3240,-1
3241,0
3242,-1
3243,-1
3244,0
3245,0.6
3246,0.1
3247,0
3248,-1.15
3249,0
3250,0
3251,-0.25
3252,0
3253,0.9
3254,0
3255,-1.25
3256,-0.5
3257,-1
3258,0
3259,0.2
3260,1.3
3261,0.2
3262,0
3263,-0.75
3264,0.75
3265,0.5
3266,-0.75
3267,-0.6
3268,0
3269,1.3
3270,-1.4
3271,-2
3272,0
3273,0.25
3274,0.1
3275,-1.25
3276,0
3277,-1.4
3278,-0.5
3279,-0.25
3280,-0.5
3281,0
3282,-0.75
3283,-1.7
3284,0
3285,0
3286,0
3287,0.25
3288,-1.35
3289,-0.4
3290,-0.3
3291,0.1
3292,0
3293,0
3294,-1.05
3295,0
3296,-1
3297,0
3298,0
3299,-1.75
3300,0.4
3301,-0.1
3302,0
3303,1
3304,-0.25
3305,-0.25
3306,1
3307,-1
3308,-0.5
3309,2.4
3310,0
3311,0
3312,0.4
3313,-1.25
3314,-0.25
3315,-1.75
3316,-0.75
3317,0.75
3318,0.1
3319,-0.75
3320,0
3321,-0.4
3322,-1
3323,-1.4
3324,-1.5
3325,-0.4
3326,-0.8
3327,-0.5
3328,0
3329,-1.25
3330,0
3331,-0.85
3332,-0.75
3333,-1.25
3334,-0.5
3335,1.55
3336,0
3337,0
3338,0.8
3339,-0.25
3340,-1.35
3341,0
3342,0.5
3343,-0.5
3344,0
3345,1
3346,0
3347,0
3348,-0.75
3349,0
3350,0.8
3351,0
3352,-0.75
3353,0.6
3354,-0.8
3355,-1
3356,1.3
3357,0
3358,0.8
3359,-1.8
3360,0
3361,1.7
3362,1.3
3363,0.8
3364,-1.35
3365,0.1
3366,0.5
3367,0
3368,1
3369,-0.25
3370,0
3371,0
3372,-0.75
3373,0
3374,0
3375,0.4
3376,-0.6
3377,-2.25
3378,0.25
3379,0.1
3380,0.1
3381,0.9
3382,1.3
3383,-0.15
3384,1.25
3385,0
3386,0.1
3387,-0.15
3388,0.9
3389,-0.75
3390,0
3391,0
3392,0
3393,-1.25
3394,-1.15
3395,0.5
3396,0
3397,-0.25
3398,-0.1
3399,1.3
3400,0.5
3401,0
3402,0
3403,-0.4
3404,-0.25
3405,0.65
3406,-0.5
3407,-1.5
3408,0.4
3409,0
3410,-2
3411,0.5
3412,-0.35
3413,1
3414,0.25
3415,-0.75
3416,0.1
3417,0
3418,-0.75
3419,0
3420,0.8
3421,-0.8
3422,0.1
3423,-0.5
3424,1.3
3425,0.5
3426,0.5
3427,1.85
3428,0
3429,0
3430,0
3431,0.5
3432,-1.5
3433,0
3434,-0.5
3435,0
3436,0.6
3437,-0.25
3438,0
3439,-0.75
3440,0.1
3441,0.5
3442,0
3443,0
3444,-0.75
3445,-1.25
3446,-1.25
3447,-1.9
3448,-0.25
3449,0
3450,0.1
3451,-0.75
3452,-0.25
3453,1
3454,-0.1
3455,-0.25
3456,0
3457,-0.5
3458,-0.1
3459,0.8
3460,0
3461,0
3462,-1.4
3463,0.5
3464,0
3465,-0.75
3466,0.8
3467,0
3468,-0.6
3469,0.2
3470,0.05
3471,0
3472,0
3473,0.5
3474,-0.75
3475,0
3476,0.05
3477,0.8
3478,0
3479,-1.25
3480,0
3481,-0.25
3482,0
3483,1.5
3484,2.78E-17
3485,-1.15
3486,-1.5
3487,-1.8
3488,0.1
3489,-1.5
3490,-0.9
3491,0
3492,0
3493,0.1
3494,0.4
3495,0
3496,1.5
3497,-2.25
3498,0.1
3499,1.05
3500,-0.4
3501,-0.25
3502,0.25
3503,-0.75
3504,0
3505,-0.75
3506,-0.6
3507,-1.75
3508,-2.05
3509,-0.25
3510,-0.5
3511,-0.8
3512,-0.8
3513,0
3514,0.25
3515,-0.25
3516,1.75
3517,-0.5
3518,1.5
3519,0.8
3520,0.1
3521,0.6
3522,0
3523,-0.4
3524,0.5
3525,1.6
3526,0
3527,-0.5
3528,-0.75
3529,0.25
3530,1.3
3531,0.4
3532,2.55
3533,0.5
3534,0.4
3535,0.75
3536,-0.5
3537,0.4
3538,0.15
3539,-0.25
3540,-2
3541,0.95
3542,0
3543,0
3544,0.5
3545,0
3546,0.25
3547,0.25
3548,0.5
3549,0
3550,0.25
3551,0
3552,-0.75
3553,-0.5
3554,-0.6
3555,0.1
3556,0.5
3557,-0.25
3558,0.1
3559,-0.5
3560,-0.1
3561,-0.75
3562,0.1
3563,0
3564,0.6
3565,-0.6
3566,-1.25
3567,-1
3568,0
3569,0
3570,-0.5
3571,1.8
3572,-0.5
3573,0.4
3574,0
3575,0.1
3576,0
3577,0
3578,0
3579,0.4
3580,0
3581,0
3582,0.1
3583,0.5
3584,0.6
3585,0.5
3586,1.3
3587,0
3588,0
3589,-0.75
3590,0.5
3591,-0.1
3592,0
3593,0
3594,0.5
3595,-1.25
3596,0.5
3597,0
3598,-0.25
3599,0.5
3600,-0.75
3601,0.5
3602,0
3603,-0.4
3604,1
3605,-0.75
3606,-0.75
3607,1.8
3608,-1.4
3609,0
3610,-1.25
3611,0.1
3612,-1
3613,0
3614,0.75
3615,-2
3616,-2.85
3617,-1.25
3618,-0.75
3619,1.25
3620,0.75
3621,-2.05
3622,0.15
3623,-1
3624,-2.25
3625,0
3626,-1.4
3627,0
3628,-1.25
3629,0.1
3630,-0.25
3631,-0.25
3632,0.1
3633,-0.25
3634,0.25
3635,-0.25
3636,-0.5
3637,-1.25
3638,-1.3
3639,-0.25
3640,0.5
3641,-0.5
3642,-0.4
3643,0.5
3644,0.1
3645,0.5
3646,-0.25
3647,-0.5
3648,-1
3649,0
3650,-0.25
3651,0.25
3652,0
3653,0
3654,0
3655,-0.25
3656,1.3
3657,0.5
3658,0.55
3659,0
3660,0.1
3661,0.15
3662,-1.55
3663,-1.1
3664,1.3
3665,0
3666,0
3667,0.7
3668,0
3669,0.1
3670,0.1
3671,0
3672,0
3673,0
3674,0.7
3675,0
3676,-0.8
3677,-1.75
3678,0
3679,0.75
3680,0
3681,0
3682,1.3
3683,-0.5
3684,1.3
3685,0
3686,-0.5
3687,1.3
3688,0.25
3689,-1
3690,-0.5
3691,-0.25
3692,-0.4
3693,-0.6
3694,0.4
3695,0
3696,0
3697,-0.5
3698,-2
3699,-0.9
3700,-0.5
3701,0.6
3702,1.25
3703,1.3
3704,0
3705,-0.25
3706,-1.5
3707,0
3708,0
3709,1.7
3710,0.5
3711,0
3712,0
3713,-0.5
3714,0.25
3715,0.2
3716,-0.6
3717,-0.35
3718,0
3719,0.1
3720,1.3
3721,-0.25
3722,-0.5
3723,1.15
3724,-0.5
3725,-1
3726,0
3727,0.75
3728,1.3
3729,0
3730,0
3731,0
3732,-1
3733,0.4
3734,0.35
3735,1.3
3736,0.4
3737,0
3738,-0.25
3739,-0.25
3740,0.7
3741,0.9
3742,0.9
3743,-0.75
3744,-0.75
3745,0.8
3746,2.05
3747,1.55
3748,0
3749,-2.75
3750,1.3
3751,-0.25
3752,0.5
3753,1.3
3754,-2
3755,-0.75
3756,0.1
3757,0.9
3758,-0.25
3759,-0.75
3760,-0.5
3761,0.5
3762,0
3763,1
3764,0
3765,0.1
3766,0
3767,-0.4
3768,-0.25
3769,0.1
3770,-0.6
3771,-0.75
3772,0.5
3773,0
3774,0.1
3775,1.25
3776,0
3777,0
3778,-0.5
3779,0.75
3780,-0.4
3781,-1
3782,-0.5
3783,0
3784,0
3785,-0.75
3786,2.4
3787,0
3788,1.3
3789,0
3790,0
3791,0
3792,0.3
3793,0
3794,0.5
3795,1.55
3796,1.3
3797,0
3798,0.15
3799,-0.35
3800,0
3801,-0.25
3802,-1
3803,0.8
3804,0.15
3805,-0.5
3806,1.3
3807,0
3808,1.3
3809,0
3810,0
3811,0
3812,-0.5
3813,1
3814,0.1
3815,0
3816,0.6
3817,-0.25
3818,1.1
3819,0
3820,1.3
3821,0.6
3822,0
3823,0.1
3824,-0.6
3825,0
3826,-1.85
3827,0.5
3828,0.05
3829,1.3
3830,-1.85
3831,0.4
3832,-0.25
3833,-2.6
3834,-0.4
3835,0
3836,0.1
3837,0
3838,-1
3839,-0.25
3840,1
3841,0.1
3842,0.75
3843,-0.5
3844,1.3
3845,0.1
3846,-0.25
3847,0
3848,0.1
3849,0.1
3850,0
3851,0.1
3852,-0.5
3853,-0.75
3854,0
3855,0
3856,0.15
3857,-1.5
3858,0
3859,0.1
3860,-0.75
3861,0
3862,-0.75
3863,1.3
3864,-1.75
3865,-3.15
3866,0
3867,-1.5
3868,0
3869,0
3870,0.15
3871,-0.45
3872,0
3873,0.5
3874,0
3875,0
3876,1.3
3877,1.3
3878,0
3879,0
3880,-0.75
3881,0
3882,1.3
3883,0
3884,0.8
3885,-0.2
3886,-0.8
3887,0
3888,0
3889,-0.25
3890,-0.6
3891,0
3892,-0.65
3893,-0.25
3894,-0.85
3895,-0.25
3896,-0.6
3897,0
3898,0
3899,0
3900,0
3901,1.75
3902,0.7
3903,0.5
3904,0.1
3905,0
3906,-0.75
3907,0
3908,0
3909,-0.2
3910,0.15
3911,0
3912,-1.25
3913,0
3914,-0.25
3915,0.8
3916,0
3917,0.5
3918,0.1
3919,1.3
3920,-0.5
3921,1.3
3922,-0.65
3923,1.3
3924,0
3925,-1.25
3926,0
3927,1.3
3928,0
3929,0.3
3930,2.4
3931,0.1
3932,-0.75
3933,0
3934,-1
3935,0
3936,0
3937,-1.6
3938,0.1
3939,0.1
3940,0
3941,0
3942,0
3943,0
3944,-1.1
3945,2.35
3946,-0.25
3947,0
3948,-0.2
3949,1.75
3950,-1.3
3951,-0.15
3952,0.1
3953,0
3954,-1.5
3955,-0.6
3956,-0.1
3957,-1.15
3958,0
3959,-1.5
3960,0
3961,1.3
3962,-0.25
3963,0.75
3964,0.15
3965,-1
3966,0
3967,0.4
3968,0.5
3969,0.7
3970,0.1
3971,-1
3972,0
3973,-2.5
3974,-0.5
3975,-0.5
3976,0
3977,0
3978,-1
3979,0.1
3980,0.1
3981,0.1
3982,-0.75
3983,0.5
3984,-0.75
3985,0
3986,-0.25
3987,0
3988,0.4
3989,0
3990,-0.5
3991,0.55
3992,0
3993,-1.5
3994,0
3995,0.1
3996,0.05
3997,0
3998,0
3999,0.05
4000,0.8
4001,-0.75
4002,0
4003,-0.25
4004,0
4005,0.5
4006,0.8
4007,0.7
4008,-1
4009,1.15
4010,-0.25
4011,0
4012,0
4013,-2.6
4014,0.7
4015,0
4016,0
4017,-0.75
4018,1.15
4019,0.1
4020,-0.25
4021,-1.4
4022,0.1
4023,0
4024,-0.75
4025,0
4026,0.1
4027,0
4028,0.1
4029,-0.75
4030,-0.6
4031,-1.75
4032,-0.75
4033,-0.8
4034,0.6
4035,0
4036,-1.5
4037,0
4038,-0.5
4039,0
4040,-1.85
4041,0.5
4042,-0.35
4043,0
4044,-1.5
4045,-1.25
4046,0
4047,-0.25
4048,0
4049,1.3
4050,0.1
4051,0.25
4052,0.5
4053,-0.25
4054,0.25
4055,1.3
4056,0.25
4057,0
4058,-0.75
4059,1.3
4060,0
4061,0
4062,0
4063,-1.9
4064,0
4065,0
4066,1.3
4067,-0.85
4068,0.35
4069,-0.15
4070,0
4071,0.1
4072,0.15
4073,0
4074,0
4075,0
4076,0
4077,0
4078,0.4
4079,0
4080,1
4081,1.6
4082,0
4083,-0.4
4084,-0.25
4085,1.35
4086,0.9
4087,2.4
4088,-0.25
4089,-0.25
4090,-1
4091,1.75
4092,-0.75
4093,-1.5
4094,-0.25
4095,0.1
4096,1.3
4097,0.1
4098,0
4099,-0.2
4100,0.1
4101,0
4102,0
4103,0
4104,0.5
4105,0.1
4106,-0.1
4107,0
4108,-0.25
4109,-0.1
4110,-0.25
4111,0
4112,-0.35
4113,1.55
4114,-1.25
4115,-1
4116,0.5
4117,0
4118,-0.75
4119,0.5
4120,-0.5
4121,0
4122,-0.4
4123,0.4
4124,-0.5
4125,0
4126,-0.75
4127,-1.65
4128,0.1
4129,-1
4130,0
4131,-0.6
4132,-0.5
4133,-0.25
4134,0.05
4135,0.6
4136,0.1
4137,0
4138,-1.15
4139,0
4140,0.15
4141,0
4142,1.4
4143,0
4144,0
4145,-0.15
4146,1.3
4147,0
4148,0.25
4149,0
4150,0.8
4151,0.75
4152,-0.95
4153,0
4154,0.4
4155,-0.75
4156,0
4157,0
4158,0
4159,-1.25
4160,-0.25
4161,1.05
4162,-1
4163,0.25
4164,-0.8
4165,0
4166,0
4167,-0.6
4168,0.5
4169,0.6
4170,0.25
4171,0
4172,-0.25
4173,0.25
4174,0.45
4175,0
4176,-0.35
4177,0.1
4178,0.15
4179,2.45
4180,0.1
4181,0.1
4182,-0.75
4183,0
4184,0.85
4185,-0.75
4186,0.1
4187,-0.1
4188,-1
4189,-0.4
4190,0
4191,-0.25
4192,0
4193,-0.25
4194,-0.25
4195,-0.4
4196,-0.4
4197,0
4198,1.35
4199,-1.25
4200,-0.5
4201,0.75
4202,1.4
4203,0.15
4204,-0.25
4205,0.1
4206,-1.5
4207,0.75
4208,-1
4209,1.3
4210,-1.25
4211,0
4212,-1
4213,0.15
4214,0.35
4215,0.5
4216,0.25
4217,-0.5
4218,-0.25
4219,-0.5
4220,-0.25
4221,0.1
4222,0.2
4223,0
4224,0.1
4225,-0.25
4226,-1
4227,0.75
4228,0.35
4229,0
4230,2.35
4231,0.75
4232,-1.25
4233,0.8
4234,0
4235,0
4236,-0.1
4237,0.6
4238,1.3
4239,-0.75
4240,0.25
4241,-0.25
4242,-0.75
4243,-0.25
4244,0
4245,0.5
4246,0
4247,0
4248,-0.25
4249,0
4250,0
4251,-0.45
4252,0
4253,0.1
4254,0
4255,0
4256,0
4257,-1.25
4258,0
4259,0.15
4260,0
4261,0.15
4262,-0.4
4263,0.15
4264,0.5
4265,-0.4
4266,0
4267,-0.75
4268,-0.6
4269,0.75
4270,0
4271,0
4272,0.1
4273,-1.25
4274,0
4275,-0.25
4276,0.5
4277,-0.6
4278,-0.5
4279,-0.4
4280,1.95
4281,-0.4
4282,0.85
4283,0
4284,-1.25
4285,0.15
4286,-0.6
4287,0
4288,-1.75
4289,0.15
4290,-1
4291,0.15
4292,-0.4
4293,-0.6
4294,0
4295,-0.1
4296,-0.1
4297,0.1
4298,0.2
4299,0
4300,0
4301,-1.25
4302,0
4303,0
4304,-0.6
4305,0.15
4306,0.15
4307,-0.25
4308,1.2
4309,0
4310,-0.55
4311,0.8
4312,2.4
4313,-0.25
4314,-1.25
4315,0.3
4316,0
4317,1.3
4318,0.15
4319,-0.75
4320,0
4321,1.35
4322,-0.4
4323,-0.4
4324,0
4325,0.1
4326,-0.4
4327,-0.4
4328,-0.1
4329,0.15
4330,0.5
4331,0.5
4332,-0.4
4333,-0.75
4334,-0.4
4335,0
4336,0.15
4337,-0.35
4338,0
4339,0.1
4340,-0.25
4341,0
4342,0.8
4343,0
4344,-0.75
4345,0.5
4346,0.55
4347,0
4348,0
4349,0
4350,-1.25
4351,0
4352,0
4353,-1.25
4354,0
4355,0
4356,0.1
4357,-1.25
4358,0
4359,0
4360,2.4
4361,-0.25
4362,0
4363,-0.25
4364,0.1
4365,0.05
4366,1.3
4367,0.25
4368,0.9
4369,1.95
4370,0
4371,-1
4372,0.1
4373,-1
4374,0
4375,0.1
4376,-0.25
4377,1.1
4378,0.1
4379,0.15
4380,-0.25
4381,0
4382,0.1
4383,-0.05
4384,1.95
4385,0
4386,-1.25
4387,-0.15
4388,-1.05
4389,-0.25
4390,0
4391,0.15
4392,0.4
4393,-0.6
4394,0
4395,0
4396,-0.25
4397,-0.25
4398,0
4399,-0.5
4400,0
4401,0.8
4402,0
4403,-1
4404,-1.25
4405,0.1
4406,-0.75
4407,0.1
4408,0.05
4409,0.1
4410,1.3
4411,0.25
4412,0.8
4413,1.3
4414,0
4415,-1.25
4416,0
4417,0
4418,0
4419,0
4420,-3.5
4421,-1.5
4422,0
4423,0
4424,0
4425,-0.75
4426,0
4427,1.55
4428,0
4429,0
4430,0.9
4431,0
4432,0
4433,0.25
4434,-0.25
4435,0
4436,-0.4
4437,0
4438,0
4439,-0.65
4440,0.25
4441,0.15
4442,-0.85
4443,-0.85
4444,0
4445,0
4446,-1
4447,2.4
4448,0.8
4449,0
4450,0.1
4451,0
4452,0
4453,-1
4454,0
4455,1.25
4456,0.25
4457,0.65
4458,0
4459,-1.25
4460,-0.75
4461,0
4462,-1.65
4463,-0.85
4464,-0.75
4465,0.1
4466,-0.25
4467,-0.25
4468,0.5
4469,0
4470,-1.4
4471,0.1
4472,0
4473,0
4474,0
4475,0.1
4476,1.3
4477,0
4478,0.5
4479,1.3
4480,-1.25
4481,0
4482,-0.25
4483,-1.25
4484,1.05
4485,-0.25
4486,0
4487,0.1
4488,1.3
4489,-0.6
4490,0.1
4491,-0.25
4492,0
4493,0
4494,0
4495,0.6
4496,-1.5
4497,0.5
4498,1.05
4499,0.1
4500,-0.5
4501,-0.25
4502,0
4503,0.6
4504,0
4505,0
4506,0
4507,0
4508,-1
4509,0.75
4510,0
4511,0.25
4512,0.25
4513,0.75
4514,-0.25
4515,1.2
4516,0.1
4517,0.25
4518,0.5
4519,0.5
4520,0.8
4521,0
4522,1.3
4523,-0.25
4524,0.1
4525,-0.75
4526,-0.4
4527,0
4528,1.3
4529,0
4530,1.3
4531,-1
4532,0
4533,0
4534,-0.25
4535,0
4536,-0.4
4537,0.1
4538,1.45
4539,0
4540,-1.25
4541,1.55
4542,-1.5
4543,-0.5
4544,-1.25
4545,-0.25
4546,-0.1
4547,-0.1
4548,0.4
4549,0
4550,0.75
4551,0
4552,0
4553,0.15
4554,-1.25
4555,-0.4
4556,-0.1
4557,0
4558,-0.75
4559,-0.15
4560,-1.7
4561,0
4562,0
4563,-0.75
4564,-1
4565,0
4566,0
4567,0
4568,0.1
4569,-0.6
4570,0
4571,0
4572,0
4573,0
4574,1
4575,0
4576,-0.75
4577,-0.35
4578,-1
4579,-0.25
4580,0
4581,0
4582,0
4583,0.75
4584,0.5
4585,-1.5
4586,0
4587,1.3
4588,-0.25
4589,-1.5
4590,1.35
4591,-0.4
4592,-0.25
4593,-0.4
4594,0
4595,0
4596,-1.5
4597,-0.35
4598,0.8
4599,0
4600,0
4601,-1.95
4602,0
4603,0.4
4604,0
4605,1
4606,-0.25
4607,0.2
4608,0.1
4609,-0.25
4610,-1.35
4611,-0.6
4612,0
4613,-0.6
4614,0
4615,2.4
4616,-0.5
4617,-1.25
4618,-1.75
4619,0
4620,0
4621,0
4622,-1.25
4623,-0.5
4624,0.05
4625,1.3
4626,0.1
4627,-0.8
4628,-0.25
4629,0
4630,0.4
4631,0
4632,0
4633,0.1
4634,-0.8
4635,-0.6
4636,-2.5
4637,0
4638,0
4639,0
4640,-0.4
4641,0
4642,1.1
4643,-0.75
4644,0
4645,-0.4
4646,-1
4647,-0.75
4648,-1.25
4649,-0.2
4650,-0.75
4651,-1
4652,-0.6
4653,-0.25
4654,1.55
4655,0
4656,0
4657,-0.25
4658,0.1
4659,0
4660,0.5
4661,-0.35
4662,1.55
4663,-0.4
4664,-0.75
4665,0.95
4666,-1.75
4667,-0.6
4668,1.4
4669,1.65
4670,-0.25
4671,1.4
4672,2.4
4673,-0.25
4674,-2.75
4675,0.4
4676,0.1
4677,-0.8
4678,0.1
4679,0
4680,0.75
4681,0
4682,-0.6
4683,0.25
4684,0.1
4685,-0.75
4686,1.55
4687,0
4688,0.5
4689,0.75
4690,1.5
4691,0
4692,-0.75
4693,1.55
4694,-0.6
4695,-0.75
4696,-1.15
4697,-0.2
4698,0
4699,0.5
4700,-1.75
4701,0.1
4702,0
4703,-2.75
4704,0
4705,0.5
4706,-0.8
4707,-0.25
4708,0
4709,0
4710,0
4711,0
4712,-0.6
4713,-0.25
4714,0
4715,-2.25
4716,-0.5
4717,0
4718,1.3
4719,-0.8
4720,1.3
4721,-0.1
4722,1.6
4723,0
4724,-2
4725,-0.6
4726,-1
4727,-1
4728,0
4729,-1.1
4730,0.2
4731,0.4
4732,-2.25
4733,-0.5
4734,-0.25
4735,0
4736,-2.25
4737,0
4738,-0.75
4739,0
4740,-1
4741,-0.25
4742,-0.85
4743,1.3
4744,0.15
4745,0.75
4746,-0.5
4747,-0.75
4748,0
4749,-1.25
4750,1.3
4751,0
4752,-0.5
4753,-0.4
4754,0
4755,-1.25
4756,-0.6
4757,1.55
4758,0
4759,0.1
4760,0
4761,-1
4762,-0.25
4763,-0.25
4764,-1.55
4765,0.6
4766,-1.25
4767,-0.25
4768,-0.25
4769,-0.25
4770,-0.5
4771,0.4
4772,1.15
4773,-0.4
4774,-0.25
4775,0.4
4776,-2
4777,-0.5
4778,0
4779,-0.5
4780,1
4781,-1.25
4782,0
4783,-0.2
4784,-0.25
4785,-0.4
4786,-2.25
4787,-0.85
4788,0.1
4789,-0.9
4790,0.1
4791,-0.4
4792,-0.25
4793,0
4794,-0.6
4795,0
4796,0.1
4797,-1.3
4798,0
4799,-0.25
